work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021,Senior-level/Expert,FT,Staff Machine Learning Engineer,185000,US,50,US,M
2021,Mid-level/Intermediate,PT,Business Data Analyst,56000,GH,100,US,M
2021,Senior-level/Expert,FL,Machine Learning Developer,60000,NG,100,NG,M
2021,Mid-level/Intermediate,FT,Data Scientist,150000,US,100,US,M
2021,Mid-level/Intermediate,FT,AI Scientist,30000,GH,0,GH,S
2021,Entry-level/Junior,FT,Marketing Data Engineer,66970,SG,50,SG,L
2021,Senior-level/Expert,FT,Data Scientist,54094,IN,100,IN,L
2021,Mid-level/Intermediate,FT,Data Analyst,16904,IN,50,IN,L
2021,Senior-level/Expert,FT,Data Analyst,115000,US,100,US,S
2021,Mid-level/Intermediate,FL,Autonomous Vehicle Technician,45555,AS,50,BS,M
2021,Mid-level/Intermediate,FT,Data Engineer,75050,AU,50,AU,L
2021,Entry-level/Junior,FT,Data Analyst,42028,AU,50,AU,L
2021,Entry-level/Junior,FT,Machine Learning Research Engineer,20000,FR,50,FR,M
2021,Entry-level/Junior,FT,Machine Learning Developer,15000,TH,100,TH,L
2021,Entry-level/Junior,FT,Data Engineer,45390,GB,50,GB,L
2021,Entry-level/Junior,PT,Computer Vision Software Engineer,19073,DK,50,DK,L
2021,Senior-level/Expert,FT,Data Analyst,50000,PH,100,PH,S
2021,Senior-level/Expert,FT,Cloud Data Architect,250000,US,50,US,L
2021,Mid-level/Intermediate,FT,Machine Learning Engineer,51064,IT,50,IT,L
2021,Mid-level/Intermediate,FT,Data Scientist,109000,US,50,US,L
2021,Senior-level/Expert,FT,Head of Data,102839,SI,100,SI,L
2021,Mid-level/Intermediate,FT,Research Scientist,69999,CZ,50,CZ,L
2021,Senior-level/Expert,FT,Data Engineer,150000,US,0,US,L
2021,Senior-level/Expert,FT,Data Scientist,240000,US,0,US,L
2021,Mid-level/Intermediate,FT,Data Analyst,135000,US,100,US,L
2021,Entry-level/Junior,FT,Data Scientist,80000,US,100,US,M
2021,Senior-level/Expert,FT,Principal Data Scientist,220000,US,0,US,L
2021,Mid-level/Intermediate,FT,Machine Learning Engineer,77364,JP,50,JP,S
2021,Mid-level/Intermediate,FT,Machine Learning Engineer,63711,JP,50,JP,S
2021,Mid-level/Intermediate,FT,Data Analyst,90000,US,100,US,M
2021,Entry-level/Junior,FT,Data Scientist,100000,US,0,US,S
2021,Senior-level/Expert,FT,Computer Vision Engineer,24000,BR,100,BR,M
2021,Mid-level/Intermediate,FT,Applied Machine Learning Scientist,38400,VN,100,US,M
2021,Mid-level/Intermediate,FT,Data Scientist,82500,US,100,US,S
2021,Entry-level/Junior,FT,Data Scientist,49646,FR,50,FR,M
2021,Senior-level/Expert,FT,Lead Data Scientist,40570,IN,50,IN,L
2021,Entry-level/Junior,FT,Machine Learning Engineer,20000,IN,100,IN,S
2021,Senior-level/Expert,FT,Machine Learning Scientist,120000,US,50,US,S
2021,Entry-level/Junior,FT,Applied Data Scientist,110037,GB,0,GB,L
2021,Entry-level/Junior,FT,Data Analyst,50000,US,100,US,M
2021,Senior-level/Expert,FT,Principal Data Engineer,200000,US,100,US,M
2021,Mid-level/Intermediate,FT,Big Data Engineer,60000,ES,50,RO,M
2021,Mid-level/Intermediate,FT,Data Engineer,200000,US,100,US,L
2021,Entry-level/Junior,FT,Machine Learning Developer,100000,IQ,50,IQ,S
2021,Mid-level/Intermediate,FT,Data Engineer,100000,US,100,US,L
2021,Senior-level/Expert,FT,Machine Learning Engineer,82744,BE,50,BE,M
2021,Mid-level/Intermediate,FT,Research Scientist,62649,FR,50,FR,M
2021,Mid-level/Intermediate,FT,Data Engineer,82528,GB,100,GB,L
2021,Mid-level/Intermediate,FT,Data Architect,170000,US,100,US,L
2021,Mid-level/Intermediate,FT,Data Architect,150000,US,100,US,L
2021,Entry-level/Junior,FT,BI Data Analyst,55000,US,50,US,S
2021,Executive-level/Director,FT,Data Scientist,250000,US,0,US,L
2021,Entry-level/Junior,FT,Data Engineer,80000,US,100,US,L
2021,Executive-level/Director,FT,Data Scientist,130026,DE,50,DE,M
2021,Entry-level/Junior,FT,Data Scientist,63831,DE,50,DE,L
2021,Executive-level/Director,FT,Data Scientist,85000,RU,0,RU,M
2021,Executive-level/Director,FT,Head of Data,230000,RU,50,RU,L
2021,Entry-level/Junior,FT,Machine Learning Engineer,125000,US,100,US,S
2021,Senior-level/Expert,FT,Data Analytics Manager,120000,US,100,US,M
2021,Senior-level/Expert,FT,Data Scientist,127221,CA,50,CA,L
2021,Senior-level/Expert,FT,Data Scientist,144000,US,100,US,L
2021,Mid-level/Intermediate,FT,Data Scientist,75774,CA,100,CA,L
2021,Mid-level/Intermediate,FT,Data Scientist,150000,US,100,US,M
2021,Senior-level/Expert,FT,Data Engineer,153000,US,100,US,L
2021,Mid-level/Intermediate,FT,Data Engineer,90000,US,100,US,L
2021,Entry-level/Junior,FT,Data Analyst,90000,US,100,US,S
2021,Entry-level/Junior,FT,Data Analyst,60000,US,100,US,S
2021,Mid-level/Intermediate,FT,Data Scientist,50000,NG,100,NG,L
2021,Mid-level/Intermediate,CT,Machine Learning Engineer,270000,US,100,US,L
2021,Mid-level/Intermediate,FT,Applied Data Scientist,54238,GB,50,CA,L
2021,Mid-level/Intermediate,FT,Machine Learning Engineer,47282,ES,100,ES,S
2021,Executive-level/Director,FT,Data Scientist,153667,IT,100,PL,L
2021,Mid-level/Intermediate,FT,Data Engineer,28476,PL,100,PL,L
2021,Mid-level/Intermediate,FT,Data Analytics Engineer,110000,US,100,US,L
2021,Entry-level/Junior,FT,Research Scientist,82528,GB,50,GB,L
2021,Entry-level/Junior,FT,Data Analyst,59102,FR,50,FR,M
2021,Senior-level/Expert,FT,Data Analyst,80000,BG,100,US,S
2021,Mid-level/Intermediate,FT,Data Engineer,140000,US,100,US,L
2021,Senior-level/Expert,FT,Data Analytics Engineer,79197,DE,100,DE,L
2021,Senior-level/Expert,FT,Lead Data Analyst,170000,US,100,US,L
2021,Entry-level/Junior,FT,Data Analyst,80000,US,100,US,M
2021,Mid-level/Intermediate,FT,BI Data Analyst,100000,US,100,US,M
2021,Senior-level/Expert,FT,Data Scientist,53192,FR,50,FR,L
2021,Executive-level/Director,FT,Head of Data,235000,US,100,US,L
2021,Executive-level/Director,FT,BI Data Analyst,150000,IN,100,US,L
2021,Entry-level/Junior,FT,Machine Learning Scientist,225000,US,100,US,L
2021,Entry-level/Junior,FT,Data Scientist,76833,DE,100,DE,S
2021,Senior-level/Expert,FT,Marketing Data Analyst,88654,GR,100,DK,L
2021,Senior-level/Expert,FT,Lead Data Engineer,103160,GB,100,GB,S
2021,Senior-level/Expert,FT,Data Engineer,113476,GB,100,GB,M
2021,Senior-level/Expert,FT,Machine Learning Engineer,94564,DE,50,DE,L
2021,Entry-level/Junior,FT,Data Engineer,30428,IN,100,IN,L
2021,Senior-level/Expert,FT,Data Engineer,150000,US,100,US,M
2021,Senior-level/Expert,FT,Data Engineer,115000,US,100,US,S
2021,Mid-level/Intermediate,FT,Research Scientist,187442,CA,100,CA,L
2021,Mid-level/Intermediate,FT,Data Analyst,51519,GB,50,GB,L
2021,Mid-level/Intermediate,FT,BI Data Analyst,36259,HU,50,US,L
2021,Senior-level/Expert,FT,Data Engineer,150000,US,100,US,L
2021,Mid-level/Intermediate,FT,Computer Vision Software Engineer,95746,DE,100,US,S
2021,Entry-level/Junior,FT,Computer Vision Software Engineer,70000,US,100,US,M
2021,Mid-level/Intermediate,FT,Cloud Data Engineer,89294,SG,50,SG,L
2021,Entry-level/Junior,FT,Data Scientist,29751,IN,50,IN,L
2021,Senior-level/Expert,FT,Lead Data Engineer,276000,US,0,US,L
2021,Senior-level/Expert,FT,Cloud Data Engineer,160000,BR,100,US,S
2021,Mid-level/Intermediate,FT,Data Engineer,200000,US,100,US,L
2021,Senior-level/Expert,FT,Data Engineer,174000,US,100,US,L
2021,Mid-level/Intermediate,FT,Data Analyst,93000,US,100,US,L
2021,Entry-level/Junior,FT,Data Scientist,28399,IN,100,IN,M
2021,Senior-level/Expert,FT,Research Scientist,60757,PT,50,PT,L
2021,Entry-level/Junior,FT,Data Scientist,90000,US,100,US,S
2021,Senior-level/Expert,FT,Principal Data Analyst,170000,US,100,US,M
2021,Senior-level/Expert,FT,Data Engineer,96282,GB,50,GB,L
2021,Entry-level/Junior,FT,Data Scientist,36643,FR,50,FR,L
2021,Mid-level/Intermediate,FT,Data Engineer,72212,GB,50,GB,L
2021,Senior-level/Expert,FT,Big Data Architect,99703,CA,50,CA,M
2021,Senior-level/Expert,FT,Data Scientist,165000,US,100,US,L
2021,Mid-level/Intermediate,FT,Data Analyst,80000,US,100,US,L
2021,Senior-level/Expert,FT,Data Scientist,103691,CA,100,CA,L
2021,Entry-level/Junior,FT,Data Engineer,21637,IN,50,IN,M
2021,Mid-level/Intermediate,FT,Research Scientist,63810,CA,100,CA,M
2021,Mid-level/Intermediate,FT,Data Scientist,110000,US,0,US,S
2021,Mid-level/Intermediate,FT,Data Architect,180000,US,100,US,L
2021,Senior-level/Expert,FT,Data Analyst,200000,US,100,US,L
2021,Senior-level/Expert,FT,Data Engineer,200000,US,100,US,L
2021,Senior-level/Expert,FT,Machine Learning Engineer,256000,US,100,US,S
2021,Mid-level/Intermediate,FT,Data Engineer,110000,US,100,US,L
2021,Entry-level/Junior,FT,Data Engineer,72500,US,100,US,L
2021,Senior-level/Expert,FT,Machine Learning Engineer,185000,US,50,US,L
2021,Mid-level/Intermediate,PT,Data Engineer,69741,NL,100,NL,L
2021,Entry-level/Junior,FT,Research Scientist,100000,JE,0,CN,L
2021,Mid-level/Intermediate,FT,Data Engineer,112000,US,100,US,L
2021,Senior-level/Expert,FT,Data Scientist,20171,TR,50,TR,L
2021,Senior-level/Expert,FT,AI Scientist,55000,ES,100,ES,L
2021,Entry-level/Junior,FT,Data Scientist,58000,US,50,US,L
2021,Entry-level/Junior,FT,Data Scientist,100000,US,100,US,M
2021,Senior-level/Expert,FT,Data Scientist,77684,FR,50,FR,M
2021,Entry-level/Junior,FT,Machine Learning Engineer,85000,NL,100,DE,S
2021,Entry-level/Junior,FT,Data Scientist,76833,DE,0,DE,L
2021,Senior-level/Expert,CT,Staff Data Scientist,105000,US,100,US,M
2021,Entry-level/Junior,FT,Data Engineer,65013,DE,50,DE,M
2021,Mid-level/Intermediate,FT,Data Engineer,28016,TR,100,TR,M
2021,Mid-level/Intermediate,FT,Data Engineer,111775,US,0,US,M
2021,Mid-level/Intermediate,FT,Data Engineer,93150,US,0,US,M
2021,Senior-level/Expert,FT,Lead Data Engineer,160000,PR,50,US,S
2021,Mid-level/Intermediate,FT,Data Scientist,25532,RS,100,DE,S
2021,Senior-level/Expert,FT,Machine Learning Engineer,66265,IN,0,IN,L
2021,Mid-level/Intermediate,FT,Data Scientist,16904,IN,100,IN,S
2021,Senior-level/Expert,FT,Data Analyst,63831,DE,50,DE,L
2021,Executive-level/Director,FT,Data Scientist,141846,DE,0,DE,L
2021,Entry-level/Junior,FT,Big Data Engineer,16228,IN,100,IN,L
2021,Senior-level/Expert,FT,Data Analyst,71786,CA,100,CA,M
2021,Senior-level/Expert,FT,Data Scientist,135000,US,0,US,L
2021,Entry-level/Junior,FT,Machine Learning Engineer,24823,DE,50,DE,M
2021,Senior-level/Expert,FT,Data Scientist,54094,IN,50,US,L
2021,Senior-level/Expert,FT,Machine Learning Engineer,24342,IN,100,IN,L
2021,Mid-level/Intermediate,FT,Data Scientist,147000,US,50,US,L
2021,Senior-level/Expert,FT,Research Scientist,96113,CA,50,CA,L
2021,Senior-level/Expert,FT,Data Scientist,174000,US,100,US,L
2021,Entry-level/Junior,FT,Machine Learning Engineer,21844,CO,50,CO,M
2021,Executive-level/Director,FT,Data Scientist,69741,FR,100,ES,S
2021,Senior-level/Expert,FT,Data Analytics Engineer,50000,VN,100,GB,M
2021,Mid-level/Intermediate,FT,Data Engineer,26005,RO,0,US,L
2021,Mid-level/Intermediate,FT,Data Scientist,90734,DE,50,DE,L
2021,Mid-level/Intermediate,FT,Big Data Engineer,22611,IN,0,IN,L
2021,Entry-level/Junior,FT,Machine Learning Engineer,81000,US,50,US,S
2021,Mid-level/Intermediate,FT,Data Scientist,40038,CL,100,CL,L
2021,Entry-level/Junior,FT,Data Scientist,90000,US,100,US,S
2021,Mid-level/Intermediate,FT,Data Scientist,61467,DE,50,AT,M
2021,Senior-level/Expert,FT,Machine Learning Infrastructure Engineer,195000,US,100,US,M
2021,Mid-level/Intermediate,FT,Data Scientist,37825,ES,100,ES,L
2021,Executive-level/Director,CT,Principal Data Scientist,416000,US,100,US,S
2021,Senior-level/Expert,FT,Machine Learning Scientist,225000,US,100,CA,L
2021,Mid-level/Intermediate,FT,Data Scientist,56256,GB,50,GB,L
2021,Mid-level/Intermediate,FT,Data Scientist,33808,IN,0,IN,M
2021,Mid-level/Intermediate,FT,Data Scientist,116914,GB,50,GB,L
2021,Mid-level/Intermediate,FT,Machine Learning Engineer,46597,PL,100,PL,L
2021,Mid-level/Intermediate,FT,Machine Learning Engineer,88654,BE,100,BE,M
2021,Entry-level/Junior,PT,Computer Vision Engineer,28609,DK,50,DK,S
2021,Mid-level/Intermediate,FT,Data Scientist,88654,DE,50,DE,L
2021,Mid-level/Intermediate,FT,Data Engineer,66022,HK,50,GB,S
2021,Mid-level/Intermediate,FT,Research Scientist,56738,FR,50,FR,S
2021,Mid-level/Intermediate,FT,Machine Learning Engineer,24823,SI,50,SI,L
2021,Senior-level/Expert,FT,Data Analytics Manager,120000,US,0,US,L
2021,Mid-level/Intermediate,FL,Data Engineer,20000,IT,0,US,L
2021,Senior-level/Expert,FT,Machine Learning Engineer,200000,US,100,US,L
2021,Mid-level/Intermediate,FT,Data Scientist,160000,US,100,US,L
2021,Senior-level/Expert,FT,Research Scientist,50000,FR,100,US,S
2021,Mid-level/Intermediate,FT,Data Scientist,40189,GR,100,GR,M
2021,Senior-level/Expert,FT,Data Engineer,165000,US,0,US,M
2021,Senior-level/Expert,FT,Principal Data Engineer,185000,US,100,US,L
2021,Mid-level/Intermediate,FT,Data Scientist,90734,DE,50,DE,L
2021,Senior-level/Expert,FT,Data Analytics Manager,140000,US,100,US,L
2021,Senior-level/Expert,FT,Data Scientist,87738,CA,100,CA,S
2021,Senior-level/Expert,FT,Finance Data Analyst,61896,GB,50,GB,L
2021,Senior-level/Expert,FT,Data Engineer,76833,RO,50,GB,S
2021,Mid-level/Intermediate,FT,Machine Learning Engineer,74000,JP,50,JP,S
2021,Senior-level/Expert,FT,Data Scientist,152000,US,100,FR,L
2021,Mid-level/Intermediate,FT,Big Data Engineer,18000,MD,0,MD,S
2021,Mid-level/Intermediate,FT,Data Scientist,130000,US,50,US,L
2021,Senior-level/Expert,FT,Computer Vision Engineer,18907,BR,0,BR,M
2021,Entry-level/Junior,FT,Business Data Analyst,59102,LU,100,LU,L
2021,Senior-level/Expert,FT,Principal Data Scientist,173762,DE,100,DE,M
2021,Mid-level/Intermediate,FT,Data Scientist,46809,ES,100,ES,M
2021,Entry-level/Junior,FT,AI Scientist,18053,IN,100,AS,S
2021,Mid-level/Intermediate,FT,Data Scientist,115000,US,50,US,L
2021,Senior-level/Expert,FT,Principal Data Scientist,235000,US,100,US,L
2021,Mid-level/Intermediate,FT,Lead Data Analyst,19609,IN,100,IN,L
2021,Mid-level/Intermediate,FT,Data Analyst,75000,US,0,US,L
2021,Mid-level/Intermediate,FT,Data Analyst,62000,US,0,US,L
2021,Mid-level/Intermediate,FT,Data Scientist,73000,US,0,US,L
2021,Mid-level/Intermediate,FT,Data Engineer,45391,NL,100,NL,L
2021,Senior-level/Expert,FT,Data Scientist,168000,JP,0,JP,S
2021,Mid-level/Intermediate,FT,Data Scientist,119059,SG,100,IL,M
2021,Mid-level/Intermediate,FT,Applied Machine Learning Scientist,423000,US,50,US,L
2021,Mid-level/Intermediate,FT,Data Engineer,28369,MT,50,MT,L
2021,Senior-level/Expert,FT,Data Specialist,165000,US,100,US,L
2021,Mid-level/Intermediate,FT,Principal Data Scientist,151000,US,100,US,L
2021,Senior-level/Expert,FT,Data Scientist,94665,IN,50,IN,L
2022,Entry-level/Junior,FT,Software Development Engineer,15129,RO,50,RO,L
2022,Executive-level/Director,FT,Head of Business Intelligence,105066,IE,100,IE,L
2022,Senior-level/Expert,FT,Computer Vision Engineer,60000,VN,100,AS,M
2022,Mid-level/Intermediate,FT,AI Engineer,107093,IL,100,IL,L
2022,Senior-level/Expert,FT,AI Architect,180000,HR,100,US,M
2022,Senior-level/Expert,FT,BI Analyst,25804,BR,100,BR,M
2022,Senior-level/Expert,FT,Admin & Data Analyst,60000,IN,100,IN,M
2022,Entry-level/Junior,FT,AI Research Engineer,36940,GB,100,GB,L
2022,Entry-level/Junior,FT,Machine Learning Scientist,80000,CA,50,US,S
2022,Mid-level/Intermediate,CT,Applied Machine Learning Scientist,97712,IT,100,NL,L
2022,Entry-level/Junior,FT,Research Engineer,16455,RU,100,RU,M
2022,Mid-level/Intermediate,FT,Business Intelligence Developer,15000,GH,100,GH,M
2022,Senior-level/Expert,FT,Data Scientist,190000,US,100,US,L
2022,Mid-level/Intermediate,FT,Data Scientist,55410,FR,100,GB,M
2022,Entry-level/Junior,FT,Research Engineer,41809,JP,50,JP,L
2022,Mid-level/Intermediate,FT,Research Engineer,105066,GB,50,GB,S
2022,Mid-level/Intermediate,FT,Machine Learning Engineer,20984,IN,50,IN,L
2022,Entry-level/Junior,FT,Machine Learning Engineer,56536,CH,100,CH,S
2022,Senior-level/Expert,FT,Data Scientist,88256,ES,100,GB,L
2022,Senior-level/Expert,FT,AI Developer,275000,CA,0,CA,S
2022,Entry-level/Junior,FT,Data Engineer,59888,NL,100,NL,L
2022,Mid-level/Intermediate,FT,Data Scientist,73546,DE,100,DE,M
2022,Senior-level/Expert,FT,Lead Data Scientist,172309,IE,100,IE,L
2022,Senior-level/Expert,FT,BI Developer,130000,US,100,US,L
2022,Entry-level/Junior,PT,Data Analyst,34320,US,100,US,S
2022,Executive-level/Director,FT,Data Scientist,106000,UZ,0,RU,L
2022,Senior-level/Expert,FT,Lead Data Scientist,192000,US,100,US,L
2022,Entry-level/Junior,FT,Data Scientist,168000,US,100,US,M
2022,Entry-level/Junior,FT,Data Scientist,85000,US,0,US,M
2022,Senior-level/Expert,FT,Machine Learning Software Engineer,375000,US,100,US,M
2022,Entry-level/Junior,FT,Data Scientist,180000,US,100,US,M
2022,Mid-level/Intermediate,FT,Research Scientist,23000,IN,100,IN,L
2022,Mid-level/Intermediate,FT,Data Scientist,155000,US,100,US,L
2022,Senior-level/Expert,FT,Machine Learning Engineer,84053,FR,50,FR,L
2022,Entry-level/Junior,FT,Business Data Analyst,48000,US,50,US,L
2022,Mid-level/Intermediate,FT,Computer Vision Engineer,15897,IN,100,IN,M
2022,Mid-level/Intermediate,FT,Data Scientist,110000,US,100,US,L
2022,Entry-level/Junior,PT,Data Analyst,25216,ES,100,US,L
2022,Mid-level/Intermediate,FT,Business Data Analyst,18314,IN,50,IN,L
2022,Entry-level/Junior,FT,Data Scientist,100000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analytics Manager,133000,NL,0,NL,L
2022,Entry-level/Junior,FT,Data Scientist,130000,US,0,US,M
2022,Senior-level/Expert,FT,Manager Data Management,125000,US,100,US,L
2022,Senior-level/Expert,FT,Data Engineer,175000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,155000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,153600,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,106800,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,150000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,140000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,122000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,94500,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,170000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,130000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,145000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,128000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,145000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,100000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,175000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,120000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,145000,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,115000,US,0,US,M
2022,Senior-level/Expert,FT,Applied Machine Learning Scientist,150000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Analyst,150000,US,0,US,M
2022,Mid-level/Intermediate,FT,Data Analyst,100000,US,0,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,150000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,127500,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,126500,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,51000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Engineer,260000,US,0,US,M
2022,Mid-level/Intermediate,FT,Data Engineer,175000,US,0,US,M
2022,Entry-level/Junior,FT,Applied Data Scientist,40000,AU,100,PK,M
2022,Entry-level/Junior,FT,AI Programmer,40000,PK,100,AU,M
2022,Senior-level/Expert,FT,Data Engineer,250000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,63000,US,100,US,M
2022,Senior-level/Expert,FT,Machine Learning Engineer,210000,US,100,US,M
2022,Senior-level/Expert,FT,Machine Learning Engineer,160000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,272550,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,198200,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,94560,FR,100,FR,M
2022,Mid-level/Intermediate,FT,Data Scientist,52533,FR,100,FR,M
2022,Senior-level/Expert,FT,Data Scientist,220000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,146000,US,0,US,M
